epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
195,596.725,0.49172,0.37241,0.80472,0.98248,1,0.995,0.92535,0.28701,0.28809,0.81305,0.0007196,0.0007196,0.0007196
196,599.383,0.52635,0.39419,0.79645,0.98219,1,0.995,0.995,0.28497,0.27103,0.81426,0.000713,0.000713,0.000713
197,602.046,0.57226,0.38272,0.79163,0.98219,1,0.995,0.995,0.28497,0.27103,0.81426,0.0007064,0.0007064,0.0007064
198,604.933,0.50235,0.36862,0.79739,0.98235,1,0.995,0.92535,0.28112,0.27503,0.81555,0.0006998,0.0006998,0.0006998
199,607.664,0.53988,0.37944,0.7992,0.98188,1,0.995,0.92535,0.31053,0.28047,0.81668,0.0006932,0.0006932,0.0006932
200,610.533,0.51306,0.36966,0.76129,0.98206,1,0.995,0.92535,0.36678,0.272,0.81874,0.0006866,0.0006866,0.0006866
201,613.578,0.50821,0.36457,0.78158,0.98206,1,0.995,0.92535,0.36678,0.272,0.81874,0.00068,0.00068,0.00068
202,616.535,0.48733,0.38774,0.7947,0.98192,1,0.995,0.92535,0.33755,0.27934,0.81934,0.0006734,0.0006734,0.0006734
203,619.369,0.52741,0.36911,0.76933,0.98193,1,0.995,0.92662,0.34417,0.29222,0.82132,0.0006668,0.0006668,0.0006668
204,622.378,0.46949,0.3573,0.78058,0.982,1,0.995,0.92662,0.36303,0.29276,0.8219,0.0006602,0.0006602,0.0006602
205,625.746,0.51526,0.36787,0.78054,0.982,1,0.995,0.92662,0.36303,0.29276,0.8219,0.0006536,0.0006536,0.0006536
206,628.86,0.47427,0.34951,0.77049,0.98206,1,0.995,0.92662,0.42265,0.33411,0.82683,0.000647,0.000647,0.000647
207,631.511,0.47933,0.35545,0.77352,0.982,1,0.995,0.92535,0.46692,0.35189,0.83113,0.0006404,0.0006404,0.0006404
208,634.099,0.54096,0.39373,0.82035,0.98217,1,0.995,0.995,0.42784,0.32492,0.83089,0.0006338,0.0006338,0.0006338
209,636.785,0.51428,0.37131,0.77316,0.98217,1,0.995,0.995,0.42784,0.32492,0.83089,0.0006272,0.0006272,0.0006272
210,639.421,0.48876,0.37337,0.8026,0.98216,1,0.995,0.995,0.32861,0.29834,0.8213,0.0006206,0.0006206,0.0006206
211,642.035,0.55303,0.38168,0.78717,0.98244,1,0.995,0.995,0.33947,0.27381,0.82015,0.000614,0.000614,0.000614
212,644.68,0.49072,0.35651,0.7981,0.98225,1,0.995,0.995,0.39759,0.26421,0.82648,0.0006074,0.0006074,0.0006074
213,647.459,0.55776,0.38853,0.7907,0.98225,1,0.995,0.995,0.39759,0.26421,0.82648,0.0006008,0.0006008,0.0006008
214,650.081,0.47777,0.36807,0.81855,0.98261,1,0.995,0.8955,0.47277,0.32613,0.83185,0.0005942,0.0005942,0.0005942
215,652.672,0.48461,0.35182,0.79775,0.98265,1,0.995,0.8955,0.52262,0.3435,0.83449,0.0005876,0.0005876,0.0005876
216,655.968,0.49433,0.35681,0.77173,0.98251,1,0.995,0.8955,0.51339,0.36481,0.83036,0.000581,0.000581,0.000581
